point_short_code,point_long_code,address_full,geometry
005,22005,1020 McNicoll Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3360097735751, 43.805763124703]]}"
014,22014,3088 Kennedy Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3017400610831, 43.8108819319422]]}"
032,22032,2300 Pharmacy Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3236705089564, 43.7870773578969]]}"
026,22026,25 Brookmill Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3148680045935, 43.80122038284]]}"
055,02055,551 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5692125744526, 43.6526758619667]]}"
058,02058,495 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5677606034952, 43.6482590169576]]}"
048,22048,50 Vradenberg Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3082862869358, 43.7743422666765]]}"
031,06031,70 Bainbridge Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4441451836565, 43.7496575317948]]}"
033,06033,95 Faywood Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4466973349755, 43.7398550354918]]}"
034,06034,139 Armour Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4300369383682, 43.7413217746515]]}"
036,06036,525 Wilson Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4463750695094, 43.7344681382935]]}"
060,11060,301 Montrose Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4188437208257, 43.6586815852248]]}"
042,06042,3 Gade Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4887180636838, 43.7285235857172]]}"
052,06052,50 Stilecroft Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4932050987089, 43.7510558213298]]}"
040,04040,95 Lavinia Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4778784411838, 43.6476497889622]]}"
041,04041,4 Morningside Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4730330593089, 43.6463490683119]]}"
032,17032,390 Cherokee Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.338614744436, 43.7987627465793]]}"
047,11047,44 Charles St W,"{'type': 'MultiPoint', 'coordinates': [[-79.3882505731182, 43.6687162451838]]}"
049,04049,15 Windermere Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4689288911835, 43.6369344244373]]}"
051,04051,30 Marmaduke St,"{'type': 'MultiPoint', 'coordinates': [[-79.4522720930996, 43.650426312651]]}"
056,04056,66 Roncesvalles Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4473043306835, 43.640190888097]]}"
057,04057,1499 Queen St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4404012278297, 43.6396004817772]]}"
059,04059,20 West Lodge Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4363550876554, 43.6421814886305]]}"
034,11034,278 Bloor St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3804541055405, 43.6722653676392]]}"
048,04048,103 The Queensway,"{'type': 'MultiPoint', 'coordinates': [[-79.4702096455853, 43.6362963152721]]}"
021,11021,55 Belmont St,"{'type': 'MultiPoint', 'coordinates': [[-79.3909635734646, 43.6746709835347]]}"
035,04035,100 Quebec Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4682401213406, 43.6556577190767]]}"
038,17038,2975 Don Mills Rd W,"{'type': 'MultiPoint', 'coordinates': [[-79.3512777208514, 43.7818008978342]]}"
053,11053,7 Hart House Crcl,"{'type': 'MultiPoint', 'coordinates': [[-79.3945637801416, 43.6637119911463]]}"
037,17037,90 Kingslake Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3455302477626, 43.7847819082729]]}"
048,21048,25 Marcos Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.2605263117434, 43.7462850480666]]}"
005,14005,175 Plains Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3316401743941, 43.6950420299431]]}"
006,14006,520 Cosburn Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3307746357026, 43.6940723030924]]}"
050,21050,929 Kennedy Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2710367052016, 43.742303234787]]}"
019,14019,951 Carlaw Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3488606053088, 43.6846512620714]]}"
025,14025,145 Strathmore Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3340211861647, 43.6815909005853]]}"
028,14028,110 Unity Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3299265578618, 43.6779238317932]]}"
004,08004,105 Wilson Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4167311711673, 43.740726507413]]}"
014,08014,10 Flemington Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4444540037633, 43.7200875786734]]}"
038,14038,21 Boultbee Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3384762500832, 43.6718063689636]]}"
039,14039,1094 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3348598191726, 43.6700476981757]]}"
040,14040,151 Hiawatha Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3230764738016, 43.6738732738586]]}"
043,08043,1 Glenview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4018264958209, 43.7201302500905]]}"
058,21058,959 Midland Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2584143683704, 43.7379399270559]]}"
045,08045,101 Englemount Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4357473261606, 43.7132238247354]]}"
017,08017,26 Joyce Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.4637574882499, 43.7097753946106]]}"
045,14045,67 Curzon St,"{'type': 'MultiPoint', 'coordinates': [[-79.3319699026238, 43.6652406729415]]}"
039,08039,24 Bedford Park Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4039975153705, 43.7274816103799]]}"
040,08040,125 Chatsworth Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4104390774942, 43.7222227051645]]}"
049,08049,1745 Eglinton Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4472464011337, 43.6960307302771]]}"
057,08057,70 Ridge Hill Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4329440583326, 43.7026161891079]]}"
035,07035,25 Yorkwoods Gt,"{'type': 'MultiPoint', 'coordinates': [[-79.5138847463308, 43.7506598381465]]}"
040,07040,2045 Finch Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.5214208659012, 43.756067890448]]}"
039,07039,333 Firgrove Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.5191245071479, 43.7541329146481]]}"
020,07020,500 Murray Ross Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.5057527692108, 43.7641803722336]]}"
014,07014,30 Gosford Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.5213241884271, 43.7643184871585]]}"
039,01039,65 Hinton Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5716568314092, 43.725278472386]]}"
030,07030,215 Sentinel Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4984583080641, 43.7537993176252]]}"
015,07015,22 Norfinch Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5261760872728, 43.7568095978259]]}"
029,07029,3680 Keele St,"{'type': 'MultiPoint', 'coordinates': [[-79.4895356495309, 43.7537487663359]]}"
009,24009,40 Dormington Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2270016649434, 43.779502795504]]}"
011,02011,15 La Rose Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5141861380364, 43.6863294527672]]}"
013,02013,61 Richview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5167314001651, 43.6840845068265]]}"
016,02016,123 La Rose Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.521810487498, 43.6852014598882]]}"
014,23014,4325 McCowan Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2745790047857, 43.8296392564766]]}"
018,02018,1483 Royal York Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5293057694511, 43.6895587909223]]}"
025,01025,88 Humber College Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.5986506194688, 43.7317262644395]]}"
027,24027,91 Eastpark Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.2274196598885, 43.7556539022122]]}"
047,01047,45 Golfdown Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5521137885613, 43.722227297768]]}"
030,24030,65 Greencrest Crct,"{'type': 'MultiPoint', 'coordinates': [[-79.2217942462112, 43.7599867150525]]}"
055,24055,3555 Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2153312030506, 43.7393615288612]]}"
007,24007,50 Tuxedo Crt,"{'type': 'MultiPoint', 'coordinates': [[-79.23182092223, 43.7808499759888]]}"
014,02014,60 Richview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5189520742635, 43.6844886159765]]}"
017,02017,1447 Royal York Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5276517431572, 43.6865189503365]]}"
015,02015,125 La Rose Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5219659420764, 43.6846542136853]]}"
040,24040,20 Waldock St,"{'type': 'MultiPoint', 'coordinates': [[-79.1912804405348, 43.7589633617233]]}"
011,24011,370 Military Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2124956285055, 43.7867616021878]]}"
015,24015,9 Neilson Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2035757142747, 43.7816381013174]]}"
037,24037,4175 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.1888105333247, 43.7672255950837]]}"
057,01057,31 Redgrave Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5697578514709, 43.6822877769246]]}"
006,02006,25 Poynter Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5489933081465, 43.6908221223255]]}"
042,24042,225 Livingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1999866837748, 43.7508210711606]]}"
050,24050,60 Guildwood Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.2031493645053, 43.7469080281275]]}"
023,02023,105 Clement Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5541617494684, 43.6805229180474]]}"
027,21027,1176 Pharmacy Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3067953750859, 43.7461595742932]]}"
042,21042,3010 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2499518793425, 43.7559335341835]]}"
044,23044,221 Milner Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2401276987724, 43.7883389094795]]}"
025,02025,15 Denfield St,"{'type': 'MultiPoint', 'coordinates': [[-79.5542249529223, 43.6797919363761]]}"
034,02034,100 Allanhurst Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5194735178589, 43.6801476371998]]}"
035,02035,4005 Eglinton Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.5197407162081, 43.6826670586639]]}"
015,22015,2020 McNicoll Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3015417656141, 43.8125236681703]]}"
012,22012,2000 McNicoll Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3048914951667, 43.8126469271669]]}"
016,22016,2030 McNicoll Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.300207715201, 43.8130596277619]]}"
048,02048,105 Eringate Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5819840831399, 43.6592899896851]]}"
050,02050,25 Centennial Park Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5820535063341, 43.6532568470092]]}"
052,02052,411 Mill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5869715708541, 43.6441893872147]]}"
003,21003,51 Antrim Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.2895538318113, 43.7713003109162]]}"
054,02054,45 Crendon Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5720207319543, 43.6480667176351]]}"
009,21009,1000 Ellesmere Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2777420821411, 43.7671447406728]]}"
052,21052,1 Wayne Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2936351945354, 43.7382584753535]]}"
043,21043,3015 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2479483733203, 43.7546666264273]]}"
010,03010,44 Cordova Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5279466910799, 43.6474828161727]]}"
040,21040,2920 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2521559684256, 43.7548865005979]]}"
016,03016,1 Resurrection Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5306753739815, 43.6434365862385]]}"
008,02008,1579 Royal York Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5336193017499, 43.6994862711697]]}"
009,02009,2245 Lawrence Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.5259571571852, 43.6971266186373]]}"
010,07010,4401 Jane St,"{'type': 'MultiPoint', 'coordinates': [[-79.5187789797474, 43.7654558367503]]}"
011,07011,35 Shoreham Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5186634739287, 43.7687807283326]]}"
017,07017,265 Driftwood Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5150042552815, 43.7629711864463]]}"
019,07019,10 Tobermory Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5090263862273, 43.7597792742746]]}"
044,25044,50 Old Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1826453701118, 43.7761735496451]]}"
049,25049,292 Manse Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1769383538223, 43.7688556111703]]}"
045,25045,40 Old Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.183129521103, 43.7755413825282]]}"
052,25052,4205 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.1853470964803, 43.7679841285659]]}"
016,01016,2765 Islington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5669880778345, 43.7435663177737]]}"
013,24013,100 Mornelle Crt,"{'type': 'MultiPoint', 'coordinates': [[-79.19467697196, 43.7872196607304]]}"
014,24014,3050 Ellesmere Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1975699343434, 43.7859677868928]]}"
028,07028,120 Derrydown Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4937101803973, 43.7586899266831]]}"
007,25007,30 Sewells Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2163862372284, 43.8085677057494]]}"
019,25019,551 Conlins Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1889757053881, 43.8037303285047]]}"
038,25038,56 Lawson Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1648538988544, 43.7841546604673]]}"
037,25037,59 Lawson Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1633156425112, 43.7833019256177]]}"
018,01018,925 Albion Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5625803433689, 43.7354704812901]]}"
019,01019,1145 Albion Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5677584881448, 43.7372912491487]]}"
021,25021,70 Dean Park Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.171869534813, 43.8022950282646]]}"
046,25046,299 Morningside Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.1868844429518, 43.7726796050533]]}"
053,25053,255 Coronation Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.1797652166975, 43.7624188078436]]}"
012,24012,701 Military Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.1971169704309, 43.7891154918287]]}"
015,01015,2715 Islington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.566395334041, 43.7416651029066]]}"
024,01024,45 Lynmont Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5943154958931, 43.7313882639787]]}"
026,01026,95 Humber College Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.5965970494236, 43.7272168600843]]}"
027,01027,205 Humber College Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.6068398627386, 43.7291665492499]]}"
028,01028,6 Humberline Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.6108942976947, 43.7307122501626]]}"
029,01029,10 Humberline Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.6118015845994, 43.7312397477066]]}"
031,24031,61 Holmfirth Ter,"{'type': 'MultiPoint', 'coordinates': [[-79.2180382189696, 43.7593925779675]]}"
028,24028,520 Markham Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2249147113661, 43.754867803652]]}"
047,24047,21 Gatesview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.215050939271, 43.7458528095017]]}"
051,24051,145 Guildwood Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.1969914784391, 43.7470335031665]]}"
054,24054,3600 Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2167581311358, 43.7399913153288]]}"
023,19023,1675 Danforth Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3213529474959, 43.6836363802874]]}"
059,11059,286 Harbord St,"{'type': 'MultiPoint', 'coordinates': [[-79.4142666153396, 43.6612895164804]]}"
043,19043,780 Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.294568672894, 43.6802243802861]]}"
071,17071,644 Sheppard Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3831195482157, 43.7696653091189]]}"
047,19047,2029 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.308433778507, 43.6816814386404]]}"
012,02012,1 Richview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.513250074989, 43.6851510241866]]}"
058,11058,292 Brunswick Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4075535469656, 43.6652258366061]]}"
044,17044,25 Rochelle Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.3510382340178, 43.774938652465]]}"
010,02010,95 Chapman Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.519659304979, 43.6890961288899]]}"
049,19049,250 Gainsborough Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3194731119597, 43.6779038853844]]}"
051,19051,1757 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3151155117706, 43.6766464306002]]}"
053,06053,1430 Sheppard Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4882606578029, 43.7454243556118]]}"
052,19052,1774 Queen St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3106816994484, 43.6679247753083]]}"
020,08020,35 Glen Long Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4558022793025, 43.7086258158749]]}"
024,14024,53 Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3374832389852, 43.6820416289563]]}"
051,21051,90 Ionview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2743179577449, 43.7374516240236]]}"
060,08060,730 Eglinton Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4213427841136, 43.7030582555106]]}"
030,14030,25 Bain Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3521296600971, 43.670460460892]]}"
062,08062,391 St Clements Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4127877318278, 43.7094356428595]]}"
022,14022,66 Gough Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3466880011649, 43.6791576957705]]}"
057,21057,2460 Eglinton Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2626427420438, 43.734096181789]]}"
050,14050,180 Carlaw Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3401666940738, 43.6601669225421]]}"
008,14008,299A Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3406763650031, 43.6899875509537]]}"
009,14009,266 Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3419050751048, 43.6896477027053]]}"
023,14023,701 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3444395999378, 43.6786322848271]]}"
037,14037,369 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3407075076271, 43.6698031401265]]}"
043,14043,56 Woodfield Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3227579908163, 43.6658171225896]]}"
011,14011,994 Carlaw Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3509795618846, 43.6864953869061]]}"
012,14012,958 Broadview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3578425710779, 43.6818480580923]]}"
020,14020,746 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3458056322592, 43.6806280526051]]}"
015,14015,79 Jackman Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3539353612732, 43.6806502154921]]}"
051,14051,870 Queen St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3453298607431, 43.6604435343298]]}"
026,14026,1 Hanson St,"{'type': 'MultiPoint', 'coordinates': [[-79.3227718925618, 43.6792807307855]]}"
027,14027,49 Felstead Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3276494865718, 43.6783223029713]]}"
016,08016,38 Orfus Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4597250980034, 43.7201620650265]]}"
056,21056,1527 Victoria Park Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3024262160872, 43.7263487034875]]}"
052,14052,181 Broadview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3500911323149, 43.6616429603441]]}"
035,08035,95 Falkirk St,"{'type': 'MultiPoint', 'coordinates': [[-79.4271823065033, 43.7274253087965]]}"
059,21059,11 Gadsby Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2540589454282, 43.7382246272196]]}"
037,08037,245 Fairlawn Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4120566947699, 43.7288686420148]]}"
065,21065,33 Amarillo Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.232893649722, 43.7477332879854]]}"
061,21061,2850 Eglinton Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.24070575989, 43.7388885327578]]}"
047,21047,16 Haileybury Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2601219894519, 43.7457122545676]]}"
060,21060,1290 Danforth Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2460902976952, 43.7407551955039]]}"
036,08036,375 Melrose Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4196620041354, 43.7294200664463]]}"
042,08042,401 Rosewell Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.409524700301, 43.7199764434722]]}"
046,08046,169 Viewmount Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4372414776401, 43.7074931435869]]}"
047,08047,111 Danesbury Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4444258865575, 43.7069342288817]]}"
002,15002,2737 Bayview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3858567406626, 43.7609756730892]]}"
001,15001,17 Fairmeadow Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3972138944047, 43.754688128517]]}"
003,15003,81 Harrison Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3773086129257, 43.7573684747214]]}"
005,15005,375 Banbury Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3705792903782, 43.7561115796205]]}"
039,15039,80 Thorncliffe Park Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3434367551101, 43.7053900432282]]}"
040,15040,85-95 Thorncliffe Park Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3412228535809, 43.707223806854]]}"
050,15050,165 McRae Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.367559817407, 43.7064608248643]]}"
051,15051,211 Bessborough Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3701352031944, 43.7072147378542]]}"
054,15054,76 Bennington Heights Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3687780820258, 43.6939854007409]]}"
055,15055,181 Cleveland St,"{'type': 'MultiPoint', 'coordinates': [[-79.3783467187897, 43.704880659962]]}"
056,15056,282 Davisville Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3847932929072, 43.7010950019854]]}"
057,15057,240 Manor Rd E,"{'type': 'MultiPoint', 'coordinates': [[-79.3855648318802, 43.705133866919]]}"
006,16006,131 Fenside Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3291265799904, 43.7645805189835]]}"
048,08048,1 Ramsden Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4524225215947, 43.69618977734]]}"
044,08044,470 Glencairn Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4269999857821, 43.713099765348]]}"
083,11083,717 Bay St,"{'type': 'MultiPoint', 'coordinates': [[-79.3848110092617, 43.6590666449777]]}"
010,14010,1041 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3484697281964, 43.6892101471008]]}"
021,14021,740 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3458558345141, 43.6805424818302]]}"
049,21049,165 Lord Roberts Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2636373332983, 43.7413177791394]]}"
079,11079,280 Simcoe St,"{'type': 'MultiPoint', 'coordinates': [[-79.3898207194598, 43.6553840363507]]}"
073,11073,34 Oxford St,"{'type': 'MultiPoint', 'coordinates': [[-79.4017905457018, 43.6568969210253]]}"
004,15004,20 Dunlace Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3703573292119, 43.7624594249816]]}"
029,15029,851 Mount Pleasant Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3901642998392, 43.7105370975811]]}"
031,15031,1929 Bayview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3775239823918, 43.7173309693189]]}"
042,03042,2045 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.4745155052064, 43.6315001748956]]}"
054,03054,33 Shore Breeze Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4792234259622, 43.6238861615122]]}"
040,17040,101 Van Horne Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3594556324106, 43.7848902249538]]}"
052,03052,56 Annie Craig Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4787309288086, 43.6253631830099]]}"
069,03069,2835 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.5015333720668, 43.6013634233817]]}"
061,03061,32 Victoria St,"{'type': 'MultiPoint', 'coordinates': [[-79.4888936625883, 43.6193332842276]]}"
046,17046,25 Muirhead Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3374501774332, 43.7788840209192]]}"
051,17051,55 Ann O'Reilly Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3295607556028, 43.7735586570532]]}"
056,03056,36 Park Lawn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4842958849041, 43.6235084798345]]}"
067,03067,71 Second St,"{'type': 'MultiPoint', 'coordinates': [[-79.5000229034999, 43.6037250776607]]}"
070,17070,10 Elkhorn Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3800624355928, 43.7712153929829]]}"
075,03075,3190 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.5199382429952, 43.5979771530563]]}"
074,17074,19 Rean Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3823939257018, 43.767162931541]]}"
058,17058,55 Forest Manor Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3438943704941, 43.7725373289903]]}"
076,03076,3197 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.5185574424511, 43.5973456821482]]}"
072,17072,2885 Bayview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3880629299218, 43.768608164017]]}"
073,17073,671 Sheppard Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3792546700262, 43.7684291389415]]}"
030,04030,65 High Park Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4654247863971, 43.6559481589956]]}"
033,17033,150 Cherokee Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3373825688455, 43.791415465113]]}"
