point_short_code,point_long_code,geometry
040,06040,"{'type': 'MultiPoint', 'coordinates': [[-79.4824357959776, 43.7311138437024]]}"
007,06007,"{'type': 'MultiPoint', 'coordinates': [[-79.4469765627613, 43.7811549787889]]}"
012,06012,"{'type': 'MultiPoint', 'coordinates': [[-79.4527140530494, 43.7779993956198]]}"
043,11043,"{'type': 'MultiPoint', 'coordinates': [[-79.3846536399123, 43.6695498050635]]}"
042,11042,"{'type': 'MultiPoint', 'coordinates': [[-79.3840396880112, 43.6701570617008]]}"
011,06011,"{'type': 'MultiPoint', 'coordinates': [[-79.4518009447992, 43.7786042611277]]}"
040,11040,"{'type': 'MultiPoint', 'coordinates': [[-79.3805521751489, 43.6700758342328]]}"
014,06014,"{'type': 'MultiPoint', 'coordinates': [[-79.4462441842616, 43.7709054450107]]}"
026,08026,"{'type': 'MultiPoint', 'coordinates': [[-79.4542077764674, 43.7144501315039]]}"
051,11051,"{'type': 'MultiPoint', 'coordinates': [[-79.3910582237703, 43.6650853957515]]}"
025,08025,"{'type': 'MultiPoint', 'coordinates': [[-79.4551589492689, 43.713148278181]]}"
065,11065,"{'type': 'MultiPoint', 'coordinates': [[-79.4146281224284, 43.6561998670143]]}"
054,18054,"{'type': 'MultiPoint', 'coordinates': [[-79.415525899708, 43.7681243376572]]}"
011,08011,"{'type': 'MultiPoint', 'coordinates': [[-79.4341433053897, 43.7300556063562]]}"
009,08009,"{'type': 'MultiPoint', 'coordinates': [[-79.433175982779, 43.73251596406]]}"
006,08006,"{'type': 'MultiPoint', 'coordinates': [[-79.4226723788904, 43.7392889829515]]}"
002,08002,"{'type': 'MultiPoint', 'coordinates': [[-79.4068063002566, 43.7425234910473]]}"
012,08012,"{'type': 'MultiPoint', 'coordinates': [[-79.4403795961792, 43.7289149452557]]}"
054,05054,"{'type': 'MultiPoint', 'coordinates': [[-79.5081811596392, 43.6756312957532]]}"
056,05056,"{'type': 'MultiPoint', 'coordinates': [[-79.4990610012849, 43.6812267942846]]}"
026,16026,"{'type': 'MultiPoint', 'coordinates': [[-79.3489184269332, 43.7339056759873]]}"
033,05033,"{'type': 'MultiPoint', 'coordinates': [[-79.4899006718259, 43.6973099825531]]}"
035,18035,"{'type': 'MultiPoint', 'coordinates': [[-79.4157579194807, 43.7763730984359]]}"
036,18036,"{'type': 'MultiPoint', 'coordinates': [[-79.4152191993074, 43.7759626611624]]}"
026,05026,"{'type': 'MultiPoint', 'coordinates': [[-79.502250279165, 43.6993763996008]]}"
029,16029,"{'type': 'MultiPoint', 'coordinates': [[-79.3484836114523, 43.73179772358]]}"
021,05021,"{'type': 'MultiPoint', 'coordinates': [[-79.5152260119215, 43.6991315088855]]}"
049,16049,"{'type': 'MultiPoint', 'coordinates': [[-79.3287042142396, 43.7250637730149]]}"
028,16028,"{'type': 'MultiPoint', 'coordinates': [[-79.346919033059, 43.732441981254]]}"
050,16050,"{'type': 'MultiPoint', 'coordinates': [[-79.3258207311695, 43.7247266575049]]}"
044,16044,"{'type': 'MultiPoint', 'coordinates': [[-79.324138556896, 43.7283095902854]]}"
063,18063,"{'type': 'MultiPoint', 'coordinates': [[-79.4091259026528, 43.7644553730016]]}"
032,08032,"{'type': 'MultiPoint', 'coordinates': [[-79.4309365489403, 43.7219114877459]]}"
044,07044,"{'type': 'MultiPoint', 'coordinates': [[-79.5427786936508, 43.749108591556]]}"
002,10002,"{'type': 'MultiPoint', 'coordinates': [[-79.4153739085667, 43.6464352788515]]}"
042,07042,"{'type': 'MultiPoint', 'coordinates': [[-79.5440320974118, 43.7506212899587]]}"
068,04068,"{'type': 'MultiPoint', 'coordinates': [[-79.435320697841, 43.6365094905393]]}"
005,06005,"{'type': 'MultiPoint', 'coordinates': [[-79.4524414110058, 43.7858005190036]]}"
004,06004,"{'type': 'MultiPoint', 'coordinates': [[-79.4677159048523, 43.7870938642229]]}"
055,05055,"{'type': 'MultiPoint', 'coordinates': [[-79.5068950259277, 43.6758641637334]]}"
052,05052,"{'type': 'MultiPoint', 'coordinates': [[-79.506863461407, 43.6772615575411]]}"
002,13002,"{'type': 'MultiPoint', 'coordinates': [[-79.3871505949564, 43.6673303545626]]}"
063,05063,"{'type': 'MultiPoint', 'coordinates': [[-79.4887542282147, 43.677512419216]]}"
056,18056,"{'type': 'MultiPoint', 'coordinates': [[-79.4153978930909, 43.7653112761699]]}"
068,18068,"{'type': 'MultiPoint', 'coordinates': [[-79.41281918044, 43.7624077264692]]}"
057,05057,"{'type': 'MultiPoint', 'coordinates': [[-79.4962371345676, 43.6784382549164]]}"
003,11003,"{'type': 'MultiPoint', 'coordinates': [[-79.4185979090029, 43.6647779570063]]}"
027,05027,"{'type': 'MultiPoint', 'coordinates': [[-79.5000699895207, 43.702525970079]]}"
086,18086,"{'type': 'MultiPoint', 'coordinates': [[-79.4234057229642, 43.7594470260082]]}"
010,11010,"{'type': 'MultiPoint', 'coordinates': [[-79.4049538089318, 43.6678348929201]]}"
012,11012,"{'type': 'MultiPoint', 'coordinates': [[-79.3987638295257, 43.6705368278903]]}"
045,16045,"{'type': 'MultiPoint', 'coordinates': [[-79.3250476350792, 43.7273019016799]]}"
014,11014,"{'type': 'MultiPoint', 'coordinates': [[-79.4014588747892, 43.6725291153022]]}"
035,16035,"{'type': 'MultiPoint', 'coordinates': [[-79.3103396611409, 43.7312122256091]]}"
016,11016,"{'type': 'MultiPoint', 'coordinates': [[-79.3979216072382, 43.676933832737]]}"
057,16057,"{'type': 'MultiPoint', 'coordinates': [[-79.3327597513647, 43.7154310882437]]}"
053,16053,"{'type': 'MultiPoint', 'coordinates': [[-79.3305385233658, 43.7178120601041]]}"
054,16054,"{'type': 'MultiPoint', 'coordinates': [[-79.3316691047799, 43.7175451152664]]}"
055,16055,"{'type': 'MultiPoint', 'coordinates': [[-79.334404296294, 43.7164213524112]]}"
008,10008,"{'type': 'MultiPoint', 'coordinates': [[-79.4191858757747, 43.6391542613236]]}"
001,06001,"{'type': 'MultiPoint', 'coordinates': [[-79.4461955831543, 43.7916395718301]]}"
043,07043,"{'type': 'MultiPoint', 'coordinates': [[-79.543432653485, 43.749810627908]]}"
048,07048,"{'type': 'MultiPoint', 'coordinates': [[-79.5392565396502, 43.7404844801824]]}"
070,04070,"{'type': 'MultiPoint', 'coordinates': [[-79.4329772579348, 43.635809084194]]}"
006,06006,"{'type': 'MultiPoint', 'coordinates': [[-79.4475859585716, 43.7878140309643]]}"
008,06008,"{'type': 'MultiPoint', 'coordinates': [[-79.4470206785103, 43.7804799216288]]}"
015,06015,"{'type': 'MultiPoint', 'coordinates': [[-79.4500519913561, 43.7733566875164]]}"
001,19001,"{'type': 'MultiPoint', 'coordinates': [[-79.3171939752515, 43.7055433445086]]}"
008,19008,"{'type': 'MultiPoint', 'coordinates': [[-79.2981507568545, 43.712689182329]]}"
003,19003,"{'type': 'MultiPoint', 'coordinates': [[-79.3122766902211, 43.7070521697724]]}"
020,19020,"{'type': 'MultiPoint', 'coordinates': [[-79.3249507936547, 43.6898234105317]]}"
023,04023,"{'type': 'MultiPoint', 'coordinates': [[-79.4629550674047, 43.6544136446876]]}"
071,11071,"{'type': 'MultiPoint', 'coordinates': [[-79.403942729053, 43.6580890701948]]}"
054,19054,"{'type': 'MultiPoint', 'coordinates': [[-79.3066687042731, 43.676279047019]]}"
049,05049,"{'type': 'MultiPoint', 'coordinates': [[-79.5064623587936, 43.6871350829625]]}"
034,19034,"{'type': 'MultiPoint', 'coordinates': [[-79.2982691003024, 43.6958366309129]]}"
017,19017,"{'type': 'MultiPoint', 'coordinates': [[-79.3193386362478, 43.6981999203505]]}"
063,08063,"{'type': 'MultiPoint', 'coordinates': [[-79.4097351629606, 43.7076002456651]]}"
029,04029,"{'type': 'MultiPoint', 'coordinates': [[-79.4652816199717, 43.6547178286237]]}"
045,19045,"{'type': 'MultiPoint', 'coordinates': [[-79.298787353347, 43.6815886425324]]}"
051,05051,"{'type': 'MultiPoint', 'coordinates': [[-79.5048403249327, 43.6871708623228]]}"
029,06029,"{'type': 'MultiPoint', 'coordinates': [[-79.438225081747, 43.7528823883748]]}"
007,05007,"{'type': 'MultiPoint', 'coordinates': [[-79.4822215194684, 43.7175997833821]]}"
046,05046,"{'type': 'MultiPoint', 'coordinates': [[-79.5050677929368, 43.6917520188532]]}"
068,05068,"{'type': 'MultiPoint', 'coordinates': [[-79.4718654351432, 43.6796636511993]]}"
028,06028,"{'type': 'MultiPoint', 'coordinates': [[-79.4318824432078, 43.7525815647804]]}"
058,08058,"{'type': 'MultiPoint', 'coordinates': [[-79.4252345860141, 43.7062446813392]]}"
030,06030,"{'type': 'MultiPoint', 'coordinates': [[-79.4380276589068, 43.7518657490031]]}"
054,08054,"{'type': 'MultiPoint', 'coordinates': [[-79.4416088973111, 43.7047157389248]]}"
003,18003,"{'type': 'MultiPoint', 'coordinates': [[-79.4445204231892, 43.7819005126533]]}"
008,18008,"{'type': 'MultiPoint', 'coordinates': [[-79.4262425900561, 43.7935491354672]]}"
056,08056,"{'type': 'MultiPoint', 'coordinates': [[-79.4399722235515, 43.7049330190416]]}"
055,08055,"{'type': 'MultiPoint', 'coordinates': [[-79.4407482206741, 43.7046288567782]]}"
015,18015,"{'type': 'MultiPoint', 'coordinates': [[-79.4012761021226, 43.7882319564093]]}"
052,08052,"{'type': 'MultiPoint', 'coordinates': [[-79.4410271284395, 43.7032547671414]]}"
021,18021,"{'type': 'MultiPoint', 'coordinates': [[-79.4143082369794, 43.7817286905386]]}"
050,08050,"{'type': 'MultiPoint', 'coordinates': [[-79.4414770696888, 43.7018794409977]]}"
061,08061,"{'type': 'MultiPoint', 'coordinates': [[-79.4203748853603, 43.7057655831012]]}"
045,22045,"{'type': 'MultiPoint', 'coordinates': [[-79.3191342011356, 43.7766930308503]]}"
043,18043,"{'type': 'MultiPoint', 'coordinates': [[-79.4143428029228, 43.778541434211]]}"
044,22044,"{'type': 'MultiPoint', 'coordinates': [[-79.3209627050904, 43.7762617298028]]}"
037,18037,"{'type': 'MultiPoint', 'coordinates': [[-79.4141489250406, 43.7753927817353]]}"
026,13026,"{'type': 'MultiPoint', 'coordinates': [[-79.3727880966405, 43.6703164704159]]}"
033,10033,"{'type': 'MultiPoint', 'coordinates': [[-79.3927221588846, 43.6475017046661]]}"
024,13024,"{'type': 'MultiPoint', 'coordinates': [[-79.3728032118662, 43.6708572420335]]}"
025,13025,"{'type': 'MultiPoint', 'coordinates': [[-79.3735780595437, 43.6701431260759]]}"
003,10003,"{'type': 'MultiPoint', 'coordinates': [[-79.4191507184429, 43.6489383665634]]}"
073,12073,"{'type': 'MultiPoint', 'coordinates': [[-79.4270629277561, 43.6732399543957]]}"
056,12056,"{'type': 'MultiPoint', 'coordinates': [[-79.428209025377, 43.6809286162625]]}"
082,10082,"{'type': 'MultiPoint', 'coordinates': [[-79.3769957933067, 43.6406730426814]]}"
088,10088,"{'type': 'MultiPoint', 'coordinates': [[-79.3752053278947, 43.6461450430438]]}"
017,13017,"{'type': 'MultiPoint', 'coordinates': [[-79.3753987127967, 43.6675919605628]]}"
018,13018,"{'type': 'MultiPoint', 'coordinates': [[-79.3755729834853, 43.6679762372558]]}"
019,10019,"{'type': 'MultiPoint', 'coordinates': [[-79.3915001354559, 43.6502316728719]]}"
014,10014,"{'type': 'MultiPoint', 'coordinates': [[-79.404893894284, 43.6517857045587]]}"
015,10015,"{'type': 'MultiPoint', 'coordinates': [[-79.4042797265285, 43.6474244731574]]}"
030,13030,"{'type': 'MultiPoint', 'coordinates': [[-79.3722632399012, 43.6644218390338]]}"
010,13010,"{'type': 'MultiPoint', 'coordinates': [[-79.3843439858792, 43.6686076109287]]}"
038,13038,"{'type': 'MultiPoint', 'coordinates': [[-79.3779069560556, 43.6624882444907]]}"
011,13011,"{'type': 'MultiPoint', 'coordinates': [[-79.3839660394736, 43.6687866424532]]}"
086,10086,"{'type': 'MultiPoint', 'coordinates': [[-79.3764740942677, 43.6445326287642]]}"
016,13016,"{'type': 'MultiPoint', 'coordinates': [[-79.3754732451702, 43.6670003481202]]}"
060,13060,"{'type': 'MultiPoint', 'coordinates': [[-79.3724232708811, 43.6626985943005]]}"
031,12031,"{'type': 'MultiPoint', 'coordinates': [[-79.3882175299325, 43.6995624502178]]}"
020,13020,"{'type': 'MultiPoint', 'coordinates': [[-79.3771446424114, 43.6702989122848]]}"
021,13021,"{'type': 'MultiPoint', 'coordinates': [[-79.3787280362965, 43.671614508871]]}"
032,13032,"{'type': 'MultiPoint', 'coordinates': [[-79.3736914853626, 43.6662710314256]]}"
022,13022,"{'type': 'MultiPoint', 'coordinates': [[-79.3748147623217, 43.6706076324677]]}"
041,10041,"{'type': 'MultiPoint', 'coordinates': [[-79.4022816650354, 43.6448379499968]]}"
023,13023,"{'type': 'MultiPoint', 'coordinates': [[-79.3739424175515, 43.6709296594686]]}"
061,13061,"{'type': 'MultiPoint', 'coordinates': [[-79.3679546858488, 43.6618297331715]]}"
036,12036,"{'type': 'MultiPoint', 'coordinates': [[-79.3915563848553, 43.689651951117]]}"
070,13070,"{'type': 'MultiPoint', 'coordinates': [[-79.3703969676848, 43.6553875456189]]}"
034,12034,"{'type': 'MultiPoint', 'coordinates': [[-79.3869515857391, 43.6983495874301]]}"
047,12047,"{'type': 'MultiPoint', 'coordinates': [[-79.4138894607631, 43.6843054149789]]}"
050,12050,"{'type': 'MultiPoint', 'coordinates': [[-79.4219980873382, 43.6847627232458]]}"
081,13081,"{'type': 'MultiPoint', 'coordinates': [[-79.3565961960251, 43.6563349487438]]}"
052,11052,"{'type': 'MultiPoint', 'coordinates': [[-79.3921126777326, 43.6669510855227]]}"
090,10090,"{'type': 'MultiPoint', 'coordinates': [[-79.36966974588, 43.6479370958046]]}"
034,15034,"{'type': 'MultiPoint', 'coordinates': [[-79.3630591104427, 43.7173787969913]]}"
013,13013,"{'type': 'MultiPoint', 'coordinates': [[-79.3809426167157, 43.6665519590237]]}"
012,13012,"{'type': 'MultiPoint', 'coordinates': [[-79.3805547453831, 43.6696427019406]]}"
035,15035,"{'type': 'MultiPoint', 'coordinates': [[-79.3543877564281, 43.7145929291153]]}"
014,13014,"{'type': 'MultiPoint', 'coordinates': [[-79.3791993181696, 43.6665457464215]]}"
018,10018,"{'type': 'MultiPoint', 'coordinates': [[-79.395126856022, 43.6500136150807]]}"
020,10020,"{'type': 'MultiPoint', 'coordinates': [[-79.39147103895, 43.6520433218396]]}"
001,10001,"{'type': 'MultiPoint', 'coordinates': [[-79.4176864709581, 43.646216613937]]}"
033,12033,"{'type': 'MultiPoint', 'coordinates': [[-79.386947695848, 43.6989606357587]]}"
027,10027,"{'type': 'MultiPoint', 'coordinates': [[-79.3855527166293, 43.6467796473146]]}"
029,10029,"{'type': 'MultiPoint', 'coordinates': [[-79.3911521004768, 43.6471372584332]]}"
040,10040,"{'type': 'MultiPoint', 'coordinates': [[-79.3871775611879, 43.6494806905339]]}"
035,13035,"{'type': 'MultiPoint', 'coordinates': [[-79.3768586383753, 43.6649225403686]]}"
046,11046,"{'type': 'MultiPoint', 'coordinates': [[-79.3874877314962, 43.6694722927948]]}"
072,13072,"{'type': 'MultiPoint', 'coordinates': [[-79.376660250669, 43.6538543163789]]}"
032,10032,"{'type': 'MultiPoint', 'coordinates': [[-79.3919880075771, 43.6490032779808]]}"
051,12051,"{'type': 'MultiPoint', 'coordinates': [[-79.4216497596875, 43.6858274745108]]}"
046,12046,"{'type': 'MultiPoint', 'coordinates': [[-79.4131774034831, 43.6852825532576]]}"
045,12045,"{'type': 'MultiPoint', 'coordinates': [[-79.412374147243, 43.6854463851801]]}"
058,10058,"{'type': 'MultiPoint', 'coordinates': [[-79.4000774940577, 43.6366976486751]]}"
050,17050,"{'type': 'MultiPoint', 'coordinates': [[-79.3263798211511, 43.7807132742098]]}"
030,10030,"{'type': 'MultiPoint', 'coordinates': [[-79.3907567237464, 43.6475942496557]]}"
034,10034,"{'type': 'MultiPoint', 'coordinates': [[-79.3940644266556, 43.6460154806366]]}"
035,10035,"{'type': 'MultiPoint', 'coordinates': [[-79.3946222129335, 43.6457492496409]]}"
036,10036,"{'type': 'MultiPoint', 'coordinates': [[-79.3930574513905, 43.6456603302265]]}"
005,13005,"{'type': 'MultiPoint', 'coordinates': [[-79.3870682715969, 43.6654648995767]]}"
006,13006,"{'type': 'MultiPoint', 'coordinates': [[-79.3861063504503, 43.6648382982925]]}"
065,16065,"{'type': 'MultiPoint', 'coordinates': [[-79.3024554646247, 43.7214632036056]]}"
007,12007,"{'type': 'MultiPoint', 'coordinates': [[-79.4322708134267, 43.6992873254681]]}"
037,02037,"{'type': 'MultiPoint', 'coordinates': [[-79.5105403013504, 43.682260274867]]}"
036,02036,"{'type': 'MultiPoint', 'coordinates': [[-79.5128614171085, 43.6825960201967]]}"
036,11036,"{'type': 'MultiPoint', 'coordinates': [[-79.3879286899275, 43.6719994798269]]}"
045,11045,"{'type': 'MultiPoint', 'coordinates': [[-79.3862301849791, 43.6701231224609]]}"
067,05067,"{'type': 'MultiPoint', 'coordinates': [[-79.4724962744323, 43.6822276756931]]}"
041,13041,"{'type': 'MultiPoint', 'coordinates': [[-79.3786603629269, 43.6658351772777]]}"
003,14003,"{'type': 'MultiPoint', 'coordinates': [[-79.349270446187, 43.6917839832926]]}"
076,18076,"{'type': 'MultiPoint', 'coordinates': [[-79.4044000893696, 43.7569815414265]]}"
007,23007,"{'type': 'MultiPoint', 'coordinates': [[-79.2789443071917, 43.8253890671487]]}"
034,24034,"{'type': 'MultiPoint', 'coordinates': [[-79.2105886656586, 43.7635817214633]]}"
093,13093,"{'type': 'MultiPoint', 'coordinates': [[-79.3763454627233, 43.6462271142769]]}"
001,13001,"{'type': 'MultiPoint', 'coordinates': [[-79.3888646582957, 43.6644368621349]]}"
007,13007,"{'type': 'MultiPoint', 'coordinates': [[-79.3853891753953, 43.6658414555834]]}"
038,01038,"{'type': 'MultiPoint', 'coordinates': [[-79.5719982499343, 43.7251351200783]]}"
050,03050,"{'type': 'MultiPoint', 'coordinates': [[-79.4785103735293, 43.626930195418]]}"
013,06013,"{'type': 'MultiPoint', 'coordinates': [[-79.4461177069985, 43.7738827738809]]}"
037,06037,"{'type': 'MultiPoint', 'coordinates': [[-79.4478672524106, 43.7341138291674]]}"
051,09051,"{'type': 'MultiPoint', 'coordinates': [[-79.4242242055333, 43.6415043799672]]}"
054,10054,"{'type': 'MultiPoint', 'coordinates': [[-79.4029447707402, 43.6373147602914]]}"
031,10031,"{'type': 'MultiPoint', 'coordinates': [[-79.3911222396911, 43.6478161849642]]}"
070,10070,"{'type': 'MultiPoint', 'coordinates': [[-79.392434251004, 43.6432985331867]]}"
071,10071,"{'type': 'MultiPoint', 'coordinates': [[-79.3916684164063, 43.6437972961071]]}"
073,10073,"{'type': 'MultiPoint', 'coordinates': [[-79.3894353617787, 43.6440531554383]]}"
001,11001,"{'type': 'MultiPoint', 'coordinates': [[-79.4223654834763, 43.6682357494066]]}"
015,11015,"{'type': 'MultiPoint', 'coordinates': [[-79.3982206735355, 43.6748034778839]]}"
030,11030,"{'type': 'MultiPoint', 'coordinates': [[-79.3803554061934, 43.6758792775258]]}"
038,11038,"{'type': 'MultiPoint', 'coordinates': [[-79.3809002335259, 43.6712682163016]]}"
044,11044,"{'type': 'MultiPoint', 'coordinates': [[-79.3841824494808, 43.6693545038459]]}"
054,11054,"{'type': 'MultiPoint', 'coordinates': [[-79.4007728159605, 43.6670145681093]]}"
082,11082,"{'type': 'MultiPoint', 'coordinates': [[-79.3826829586427, 43.6595889352652]]}"
048,03048,"{'type': 'MultiPoint', 'coordinates': [[-79.4771276610409, 43.6274691648797]]}"
046,03046,"{'type': 'MultiPoint', 'coordinates': [[-79.4768638001778, 43.6299604910334]]}"
047,03047,"{'type': 'MultiPoint', 'coordinates': [[-79.4777775660589, 43.628942245552]]}"
043,03043,"{'type': 'MultiPoint', 'coordinates': [[-79.4753029686053, 43.6308137485768]]}"
045,03045,"{'type': 'MultiPoint', 'coordinates': [[-79.4762201330004, 43.6302332361934]]}"
044,03044,"{'type': 'MultiPoint', 'coordinates': [[-79.475477617661, 43.6297440786266]]}"
008,15008,"{'type': 'MultiPoint', 'coordinates': [[-79.4059139721811, 43.7502513150531]]}"
004,18004,"{'type': 'MultiPoint', 'coordinates': [[-79.4411616324684, 43.784556440757]]}"
063,19063,"{'type': 'MultiPoint', 'coordinates': [[-79.2854981015729, 43.6727462395478]]}"
007,20007,"{'type': 'MultiPoint', 'coordinates': [[-79.2745902135289, 43.7185070990624]]}"
008,20008,"{'type': 'MultiPoint', 'coordinates': [[-79.2775000616943, 43.7298047498194]]}"
022,20022,"{'type': 'MultiPoint', 'coordinates': [[-79.2256545935691, 43.7390564379521]]}"
045,24045,"{'type': 'MultiPoint', 'coordinates': [[-79.2207930808822, 43.7492140418392]]}"
005,10005,"{'type': 'MultiPoint', 'coordinates': [[-79.4159933632492, 43.6416300838625]]}"
032,06032,"{'type': 'MultiPoint', 'coordinates': [[-79.4470247426388, 43.7491483093568]]}"
022,08022,"{'type': 'MultiPoint', 'coordinates': [[-79.4561405950843, 43.7105021704122]]}"
021,10021,"{'type': 'MultiPoint', 'coordinates': [[-79.3831567281145, 43.6513980908761]]}"
082,13082,"{'type': 'MultiPoint', 'coordinates': [[-79.3579004963351, 43.6531046326765]]}"
009,16009,"{'type': 'MultiPoint', 'coordinates': [[-79.3201729640119, 43.7631125879403]]}"
057,18057,"{'type': 'MultiPoint', 'coordinates': [[-79.412738102833, 43.765630429506]]}"
065,18065,"{'type': 'MultiPoint', 'coordinates': [[-79.4105395252218, 43.7641761734257]]}"
048,05048,"{'type': 'MultiPoint', 'coordinates': [[-79.5089649619539, 43.6892882234328]]}"
054,21054,"{'type': 'MultiPoint', 'coordinates': [[-79.3041148885222, 43.7401530486018]]}"
054,22054,"{'type': 'MultiPoint', 'coordinates': [[-79.2934139540285, 43.7852190636754]]}"
069,18069,"{'type': 'MultiPoint', 'coordinates': [[-79.4000020943236, 43.7596784143197]]}"
034,22034,"{'type': 'MultiPoint', 'coordinates': [[-79.3168105225456, 43.7960846986996]]}"
002,25002,"{'type': 'MultiPoint', 'coordinates': [[-79.2218118937189, 43.810443432691]]}"
059,17059,"{'type': 'MultiPoint', 'coordinates': [[-79.3430668038294, 43.7710427399232]]}"
026,12026,"{'type': 'MultiPoint', 'coordinates': [[-79.3947848769606, 43.6989614392921]]}"
020,06020,"{'type': 'MultiPoint', 'coordinates': [[-79.4568832100286, 43.770513587072]]}"
022,18022,"{'type': 'MultiPoint', 'coordinates': [[-79.4118431542439, 43.7863065106423]]}"
019,11019,"{'type': 'MultiPoint', 'coordinates': [[-79.3866699674305, 43.6718789442642]]}"
064,03064,"{'type': 'MultiPoint', 'coordinates': [[-79.4937417873376, 43.6147930511691]]}"
052,10052,"{'type': 'MultiPoint', 'coordinates': [[-79.3946528755761, 43.6398427212532]]}"
057,07057,"{'type': 'MultiPoint', 'coordinates': [[-79.5396196635005, 43.7336969008245]]}"
067,16067,"{'type': 'MultiPoint', 'coordinates': [[-79.3190099774403, 43.725432232812]]}"
081,03081,"{'type': 'MultiPoint', 'coordinates': [[-79.5437809919911, 43.5902188648384]]}"
079,18079,"{'type': 'MultiPoint', 'coordinates': [[-79.4131190758442, 43.7600146655826]]}"
035,14035,"{'type': 'MultiPoint', 'coordinates': [[-79.3475695519637, 43.659191908322]]}"
077,10077,"{'type': 'MultiPoint', 'coordinates': [[-79.365469492592, 43.6439387824491]]}"
028,10028,"{'type': 'MultiPoint', 'coordinates': [[-79.3889314920572, 43.6461537935103]]}"
016,16016,"{'type': 'MultiPoint', 'coordinates': [[-79.3048608425553, 43.7204646234548]]}"
071,03071,"{'type': 'MultiPoint', 'coordinates': [[-79.4792876765999, 43.6235172056432]]}"
048,13048,"{'type': 'MultiPoint', 'coordinates': [[-79.3739635283595, 43.6573789777799]]}"
044,13044,"{'type': 'MultiPoint', 'coordinates': [[-79.3835835875476, 43.6632883187897]]}"
020,12020,"{'type': 'MultiPoint', 'coordinates': [[-79.397703345466, 43.7071409567467]]}"
043,13043,"{'type': 'MultiPoint', 'coordinates': [[-79.3853131663026, 43.6646358752995]]}"
066,10066,"{'type': 'MultiPoint', 'coordinates': [[-79.3812708864722, 43.641100420321]]}"
046,10046,"{'type': 'MultiPoint', 'coordinates': [[-79.4011954068622, 43.6410632449244]]}"
083,13083,"{'type': 'MultiPoint', 'coordinates': [[-79.3793579395283, 43.6625262764525]]}"
027,12027,"{'type': 'MultiPoint', 'coordinates': [[-79.3937785597708, 43.7087273791856]]}"
087,13087,"{'type': 'MultiPoint', 'coordinates': [[-79.3741222358767, 43.656969051168]]}"
072,03072,"{'type': 'MultiPoint', 'coordinates': [[-79.4839312214185, 43.6232126790291]]}"
037,10037,"{'type': 'MultiPoint', 'coordinates': [[-79.3919448587246, 43.6459661316093]]}"
042,13042,"{'type': 'MultiPoint', 'coordinates': [[-79.3793698649776, 43.6533370284829]]}"
063,16063,"{'type': 'MultiPoint', 'coordinates': [[-79.3368202063797, 43.7198235108084]]}"
069,13069,"{'type': 'MultiPoint', 'coordinates': [[-79.3838721616309, 43.6619143415586]]}"
076,10076,"{'type': 'MultiPoint', 'coordinates': [[-79.3649108892881, 43.6458970015664]]}"
025,06025,"{'type': 'MultiPoint', 'coordinates': [[-79.4459017364306, 43.7335212469985]]}"
094,13094,"{'type': 'MultiPoint', 'coordinates': [[-79.3769648259387, 43.6711461849321]]}"
080,03080,"{'type': 'MultiPoint', 'coordinates': [[-79.4789624072986, 43.6247390866767]]}"
084,13084,"{'type': 'MultiPoint', 'coordinates': [[-79.3792229180371, 43.66213455752]]}"
073,13073,"{'type': 'MultiPoint', 'coordinates': [[-79.3751950340898, 43.6548343417517]]}"
029,12029,"{'type': 'MultiPoint', 'coordinates': [[-79.3924020115336, 43.7075225049821]]}"
063,10063,"{'type': 'MultiPoint', 'coordinates': [[-79.4113292247433, 43.6395696297471]]}"
028,12028,"{'type': 'MultiPoint', 'coordinates': [[-79.392981683698, 43.7089563212483]]}"
026,15026,"{'type': 'MultiPoint', 'coordinates': [[-79.3953503774655, 43.7116588041415]]}"
075,17075,"{'type': 'MultiPoint', 'coordinates': [[-79.3840372529346, 43.7664032641401]]}"
017,15017,"{'type': 'MultiPoint', 'coordinates': [[-79.3805044359029, 43.7250439813466]]}"
007,19007,"{'type': 'MultiPoint', 'coordinates': [[-79.304152132862, 43.7165073254377]]}"
033,03033,"{'type': 'MultiPoint', 'coordinates': [[-79.5186096033144, 43.6289409284551]]}"
051,10051,"{'type': 'MultiPoint', 'coordinates': [[-79.4020237937052, 43.6371783688647]]}"
061,10061,"{'type': 'MultiPoint', 'coordinates': [[-79.4003255340992, 43.6393118480208]]}"
013,22013,"{'type': 'MultiPoint', 'coordinates': [[-79.3351117875424, 43.8066459310394]]}"
009,22009,"{'type': 'MultiPoint', 'coordinates': [[-79.3348576988501, 43.8045864962841]]}"
056,22056,"{'type': 'MultiPoint', 'coordinates': [[-79.2953731842459, 43.7840009166108]]}"
022,15022,"{'type': 'MultiPoint', 'coordinates': [[-79.4015391476695, 43.7262826873192]]}"
058,13058,"{'type': 'MultiPoint', 'coordinates': [[-79.3706909800022, 43.6586385179937]]}"
026,06026,"{'type': 'MultiPoint', 'coordinates': [[-79.4412294707931, 43.7559617428302]]}"
034,14034,"{'type': 'MultiPoint', 'coordinates': [[-79.3448501714189, 43.6653541953759]]}"
047,13047,"{'type': 'MultiPoint', 'coordinates': [[-79.3823030791606, 43.6602635646596]]}"
062,10062,"{'type': 'MultiPoint', 'coordinates': [[-79.3989076530896, 43.6374346794473]]}"
